col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
1,1,518476,,66,10,3,3,1,2,5,4,4,2,3,6.50,,5,72.00,75,,,3,1,20246,0,0,1
1,1,518476,,60,25,3,,1,2,5,4,,1,3,5.40,1,4,33.00,8.10,1,2.50,2,1,8722,0,0,1
2,1,518476,38.0,52,,,1,3,,,3,4,,1,,1,,39.00,9.00,,4.70,1,2,1547,0,0,2
2,1,518476,38.5,54,16,3,4,3,1,3,3,4,2,1,,3,,30.00,6.50,,,1,2,823,0,0,2
1,1,518476,38.00,100,36,3,,3,1,1,3,2,3,3,,2,,55,5.90,1,,1,1,4447,0,0,1
1,1,518476,37.30,40,24,1,1,6,1,4,3,3,,,,1,1,60.00,,,,1,1,3185,3111,0,2
1,1,518476,38.30,48,36,1,1,6,2,4,2,2,,2,,2,,60.00,81,,,2,1,1419,0,0,2
2,1,518476,38.00,60,20,3,3,1,2,5,4,4,1,1,,3,2,50,5.50,2,,2,1,2829,0,0,1
1,1,518476,37.60,72,48,3,3,3,1,5,3,,2,3,,1,4,40.00,,,1,2,1,9631,0,0,2
1,1,518476,,72,36,1,3,2,2,1,4,1,1,3,2,1,5,60.00,8.10,2,,2,1,2144,0,0,2
1,9,518476,36.10,,24,3,,,1,,3,1,1,,,,,43.00,59,1,,2,1,2516,0,0,2
2,1,518476,38.10,,20,3,1,1,1,2,,2,,,,1,5,37.00,7.20,1,,2,2,4198,0,0,1
1,1,518476,38.30,68,30,,4,1,1,3,3,,2,,,4,,50,6.70,1,2.60,3,1,7813,0,0,1
1,1,518476,38.50,36,30,1,1,1,,1,3,2,2,1,,,1,45.00,,,,2,1,9534,0,0,2
1,1,518476,,48,16,3,1,3,2,2,3,1,1,2,5.70,,,53,56,,,1,1,4132,0,0,2
1,9,518476,38.50,130,,3,3,3,2,5,3,1,2,1,,,5,37.00,65,,2.80,1,1,10558,0,0,2
2,1,518476,38.50,96,28,,,6,,4,4,4,1,2,,,5,45.00,5.50,,,3,1,4223,0,0,1
1,1,518476,,80,36,2,3,4,2,,4,,2,2,,4,,50.00,7.00,3,,1,1,11173,0,0,2
1,1,518476,37.30,66,32,,,1,1,5,4,3,,,,2,,66.00,6.60,1,2.60,1,1,6774,0,0,1
2,1,518476,38.30,96,24,2,1,1,1,3,3,3,2,1,,,2,,5.70,2,4.30,2,2,4073,0,0,2
2,1,518476,37.80,146,20,,1,3,1,4,3,3,2,,,,,63.00,5.30,1,4.10,1,2,291,0,0,2
1,1,518476,38.00,44,12,3,3,1,1,,4,1,2,1,,,2,33.00,,2,,1,1,11039,0,0,2
2,1,518476,38.2,40,32,,3,1,1,3,3,3,,,,2,4,46,6.70,,,2,1,17625,0,0,2
1,1,518476,,48,24,,1,6,2,2,4,3,2,1,,,,57,7.00,,2.90,2,1,2114,0,0,1
1,1,518476,,66,28,3,3,1,1,2,4,1,,1,1,3,,,8.10,2,,1,1,7375,0,0,2
1,1,518476,39.30,46,12,4,3,4,2,3,4,3,1,1,,4,4,73.00,5.70,1,,2,1,4240,0,0,2
2,1,518476,38.00,120,18,1,,6,1,3,2,1,,1,,1,3,68,89,,,1,2,1317,0,0,2
2,1,518476,,48,20,3,1,1,1,1,3,4,2,1,,4,5,45.00,8.40,,,1,1,1642,0,0,2
1,1,518476,40.30,100,42,3,1,,1,4,2,,1,,6.50,,5,44.00,7.60,1,,2,1,2623,0,0,2
1,9,518476,38.3,44,18,1,4,5,2,1,2,,1,1,,,3,35.00,5.70,,,1,1,6228,0,0,2
1,1,518476,37.30,108,,1,,6,1,4,3,2,2,1,,1,4,38.00,6.70,,2.30,2,1,4886,0,0,1
1,1,518476,38.20,,,4,1,3,1,2,4,1,,,,,2,42.00,8.30,,7.00,1,1,2796,0,0,1
1,1,518476,,30,34,3,,1,2,,4,4,3,1,,4,5,37.00,69,2,,2,1,5254,0,0,2
2,1,518476,38.00,60,32,1,4,,1,4,1,3,1,1,2,4,,47.00,4.70,3,,1,2,4262,0,0,2
1,1,518476,37.90,40,32,1,,1,1,5,4,4,1,2,,3,5,35.00,69,,,1,1,6406,0,0,2
1,1,518476,,64,40,3,3,,1,1,4,,1,,,3,1,,5.70,,5.00,3,1,9463,0,0,2
2,9,5305629,38.5,68,90,3,1,1,1,1,1,4,1,,,,5,60.00,46,3,,1,2,1472,0,0,1
